Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,EcoClass
Ford,Flex,2017,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,21,15,5657,43030,Low-middle
Ford,Flex,2017,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,Wagon,22,16,5657,40180,Low-middle
Ford,Flex,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,Wagon,23,16,5657,32730,Low-middle
Ford,Flex,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,Wagon,23,16,5657,38230,Low-middle
Ford,Flex,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16,5657,30025,Low-middle
Ford,Flex,2017,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,Wagon,22,16,5657,34680,Low-middle
Bentley,Flying Spur,2014,flex-fuel (premium unleaded required/E85),616,12,AUTOMATIC,all wheel drive,4,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,20,12,520,200500,High-middle
Bentley,Flying Spur,2015,flex-fuel (premium unleaded required/E85),616,12,AUTOMATIC,all wheel drive,4,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,20,12,520,215800,High-middle
Bentley,Flying Spur,2015,premium unleaded (required),500,8,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,24,14,520,195100,High-middle
Bentley,Flying Spur,2016,premium unleaded (required),500,8,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,24,14,520,201000,High-middle
Bentley,Flying Spur,2016,premium unleaded (required),616,12,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,20,12,520,222300,High-middle
Ford,Focus RS,2017,premium unleaded (recommended),350,4,MANUAL,all wheel drive,4,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,25,19,5657,36120,Low-middle
Ford,Focus ST,2015,premium unleaded (recommended),252,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,32,23,5657,24370,Low-middle
Ford,Focus ST,2016,premium unleaded (recommended),252,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22,5657,24425,Low-middle
Ford,Focus ST,2017,premium unleaded (recommended),252,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22,5657,24775,Low-middle
Ford,Focus,2015,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,18460,Low-middle
Ford,Focus,2015,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26,5657,18960,Low-middle
Ford,Focus,2015,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27,5657,23170,Low-middle
Ford,Focus,2015,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,17170,Low-middle
Ford,Focus,2015,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,23670,Low-middle
Ford,Focus,2015,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,99,110,5657,29170,Low-middle
Ford,Focus,2016,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,18515,Low-middle
Ford,Focus,2016,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,23725,Low-middle
Ford,Focus,2016,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27,5657,23225,Low-middle
Ford,Focus,2016,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,99,110,5657,29170,Low-middle
Ford,Focus,2016,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26,5657,19015,Low-middle
Ford,Focus,2016,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,17225,Low-middle
Ford,Focus,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,21675,Low-middle
Ford,Focus,2017,regular unleaded,123,3,MANUAL,front wheel drive,4,N/A,Compact,Sedan,42,30,5657,18175,Low-middle
Ford,Focus,2017,flex-fuel (unleaded/E85),160,4,MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,36,26,5657,16775,Low-middle
Ford,Focus,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,24075,Low-middle
Ford,Focus,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27,5657,23575,Low-middle
Ford,Focus,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Flex Fuel,Compact,Sedan,40,27,5657,21175,Low-middle
Ford,Focus,2017,electric,,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,99,110,5657,29120,Low-middle
Ford,Focus,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,19765,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16699,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,13799,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,14499,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,15099,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15999,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15399,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,14699,Low-middle
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15799,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16349,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,14899,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15399,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15099,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16499,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15449,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,13999,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14349,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,16049,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14499,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14949,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15999,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16949,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15249,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15849,Low-middle
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15599,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15589,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16489,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,17689,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16989,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,16089,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,16789,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14489,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15889,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14989,Low-middle
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15389,Low-middle
Subaru,Forester,2015,premium unleaded (required),250,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,23,640,33095,Low-middle
Subaru,Forester,2015,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,25095,Low-middle
Subaru,Forester,2015,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,640,24595,Low-middle
Subaru,Forester,2015,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,28095,Low-middle
Subaru,Forester,2015,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,30095,Low-middle
Subaru,Forester,2015,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,640,22195,Low-middle
Subaru,Forester,2015,premium unleaded (required),250,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,23,640,28495,Low-middle
Subaru,Forester,2015,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,23195,Low-middle
Subaru,Forester,2016,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,28795,Low-middle
Subaru,Forester,2016,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,640,25295,Low-middle
Subaru,Forester,2016,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,23395,Low-middle
Subaru,Forester,2016,premium unleaded (required),250,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,23,640,29195,Low-middle
Subaru,Forester,2016,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,640,22395,Low-middle
Subaru,Forester,2016,premium unleaded (required),250,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,23,640,33795,Low-middle
Subaru,Forester,2016,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,25795,Low-middle
Subaru,Forester,2016,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,30795,Low-middle
Subaru,Forester,2017,premium unleaded (required),250,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,23,640,34295,Low-middle
Subaru,Forester,2017,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,26,640,25995,Low-middle
Subaru,Forester,2017,premium unleaded (required),250,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,23,640,29295,Low-middle
Subaru,Forester,2017,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,640,25495,Low-middle
Subaru,Forester,2017,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,26,640,29195,Low-middle
Subaru,Forester,2017,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,26,640,31295,Low-middle
Subaru,Forester,2017,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,26,640,23595,Low-middle
Subaru,Forester,2017,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,640,22595,Low-middle
Kia,Forte,2015,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,34,25,1720,19590,Low-middle
Kia,Forte,2015,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,25,1720,19390,Low-middle
Kia,Forte,2015,regular unleaded,173,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,1720,18590,Low-middle
Kia,Forte,2015,regular unleaded,201,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,20890,Low-middle
Kia,Forte,2015,regular unleaded,201,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,21890,Low-middle
Kia,Forte,2015,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,39,26,1720,17490,Low-middle
Kia,Forte,2015,regular unleaded,145,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1720,15890,Low-middle
Kia,Forte,2015,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1720,19690,Low-middle
Kia,Forte,2015,regular unleaded,201,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,29,22,1720,20590,Low-middle
Kia,Forte,2015,regular unleaded,201,4,AUTOMATIC,front wheel drive,2,Performance,Compact,Coupe,30,22,1720,21590,Low-middle
Kia,Forte,2016,regular unleaded,201,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,29,22,1720,20690,Low-middle
Kia,Forte,2016,regular unleaded,145,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1720,15990,Low-middle
Kia,Forte,2016,regular unleaded,201,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,21990,Low-middle
Kia,Forte,2016,regular unleaded,201,4,AUTOMATIC,front wheel drive,2,Performance,Compact,Coupe,30,22,1720,21690,Low-middle
Kia,Forte,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,1720,18090,Low-middle
Kia,Forte,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,1720,20390,Low-middle
Kia,Forte,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Coupe,34,25,1720,19890,Low-middle
Kia,Forte,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,39,26,1720,17700,Low-middle
Kia,Forte,2016,regular unleaded,201,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,20990,Low-middle
Kia,Forte,2016,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,35,24,1720,19990,Low-middle
Kia,Forte,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,1720,17500,Low-middle
Kia,Forte,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,1720,19200,Low-middle
Kia,Forte,2017,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,33,25,1720,21200,Low-middle
Kia,Forte,2017,regular unleaded,147,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,34,25,1720,16490,Low-middle
Kia,Forte,2017,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,25,1720,18090,Low-middle
Kia,Forte,2017,regular unleaded,201,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,29,23,1720,25890,Low-middle
Kia,Forte,2017,regular unleaded,201,4,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,30,25,1720,23690,Low-middle
Kia,Forte,2017,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,25,1720,21990,Low-middle
Volkswagen,Fox,1991,regular unleaded,81,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,873,2000,Low-middle
Volkswagen,Fox,1991,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,29,22,873,2000,Low-middle
Volkswagen,Fox,1992,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,29,22,873,2000,Low-middle
Volkswagen,Fox,1992,regular unleaded,81,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,873,2000,Low-middle
Volkswagen,Fox,1993,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,873,2000,Low-middle
Volkswagen,Fox,1993,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,873,2000,Low-middle
Volkswagen,Fox,1993,regular unleaded,81,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,873,2000,Low-middle
Scion,FR-S,2014,premium unleaded (required),200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,105,24700,Low-middle
Scion,FR-S,2014,premium unleaded (required),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,28500,Low-middle
Scion,FR-S,2014,premium unleaded (required),200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,105,27400,Low-middle
Scion,FR-S,2014,premium unleaded (required),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,25800,Low-middle
Scion,FR-S,2015,premium unleaded (required),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,31090,Low-middle
Scion,FR-S,2015,premium unleaded (required),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,26000,Low-middle
Scion,FR-S,2015,premium unleaded (required),200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,105,24900,Low-middle
Scion,FR-S,2015,premium unleaded (required),200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,105,29990,Low-middle
Scion,FR-S,2016,premium unleaded (required),200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,105,25305,Low-middle
Scion,FR-S,2016,premium unleaded (required),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,30610,Low-middle
Scion,FR-S,2016,premium unleaded (required),200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,105,29510,Low-middle
Scion,FR-S,2016,premium unleaded (required),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,26405,Low-middle
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,15,258,24975,Low-middle
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,2,"Crossover,Luxury",Compact,2dr SUV,19,15,258,26370,Low-middle
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,15,258,31575,Low-middle
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,15,258,27775,Low-middle
Land Rover,Freelander,2004,regular unleaded,174,6,AUTOMATIC,all wheel drive,2,"Crossover,Luxury",Compact,2dr SUV,19,16,258,26330,Low-middle
Land Rover,Freelander,2004,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,16,258,28330,Low-middle
Land Rover,Freelander,2004,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,16,258,25330,Low-middle
Land Rover,Freelander,2005,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,16,258,26830,Low-middle
Land Rover,Freelander,2005,regular unleaded,174,6,AUTOMATIC,all wheel drive,2,"Crossover,Luxury",Compact,2dr SUV,19,16,258,26830,Low-middle
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,28030,Low-middle
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,23930,Low-middle
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,22,16,5657,21630,Low-middle
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,26530,Low-middle
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,29030,Low-middle
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,32755,Low-middle
Ford,Freestar,2006,regular unleaded,193,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,22,16,5657,19650,Low-middle
Ford,Freestar,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,29575,Low-middle
Ford,Freestar,2006,regular unleaded,193,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,23655,Low-middle
Ford,Freestar,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,26615,Low-middle
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,26665,Low-middle
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,23705,Low-middle
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,29575,Low-middle
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,21,15,5657,19700,Low-middle
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,28440,Low-middle
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,30440,Low-middle
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,25040,Low-middle
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,26840,Low-middle
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,26440,Low-middle
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,28240,Low-middle
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,28355,Low-middle
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,26505,Low-middle
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,25105,Low-middle
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,30580,Low-middle
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,26955,Low-middle
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,28530,Low-middle
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,27770,Low-middle
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,29205,Low-middle
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,31055,Low-middle
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,25920,Low-middle
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,21,15,2009,32560,Low-middle
Nissan,Frontier,2015,regular unleaded,152,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,17,2009,20660,Low-middle
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,22,16,2009,25510,Low-middle
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,15,2009,34010,Low-middle
Nissan,Frontier,2015,regular unleaded,261,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,2009,31510,Low-middle
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,15,2009,32560,Low-middle
Nissan,Frontier,2015,regular unleaded,261,6,MANUAL,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,22,16,2009,25860,Low-middle
